2025-04-20 15:43:17 ----- Starting train script in mode: train -----
2025-04-20 15:43:17 Loading datasets...
2025-04-20 15:43:35 Train dataset size: 1262310
2025-04-20 15:43:35 Validation dataset size: 315598
2025-04-20 15:43:38.347348: W tensorflow/stream_executor/platform/default/dso_loader.cc:64] Could not load dynamic library 'libcudart.so.11.0'; dlerror: libcudart.so.11.0: cannot open shared object file: No such file or directory; LD_LIBRARY_PATH: /apps/miniconda3/4.10.3-py37/lib:/opt/mvapich2/intel/19.0/2.3.3/lib:/apps/gnu/8.4.0/lib64:/apps/gnu/8.4.0/lib:/opt/intel/19.0.5/debugger_2019/libipt/intel64/lib:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/daal/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/ipp/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/mkl/lib/intel64_lin:/opt/intel/19.0.5/compilers_and_libraries_2019/linux/tbb/lib/intel64_lin/gcc4.4:/opt/ddn/cci/lib:/opt/ddn/ime/lib:/opt/ddn/isa-l/lib
2025-04-20 15:43:38.347409: I tensorflow/stream_executor/cuda/cudart_stub.cc:29] Ignore above cudart dlerror if you do not have a GPU set up on your machine.
2025-04-20 15:43:40 Starting training for 10 epochs
2025-04-20 15:43:40 Training on device: cuda
/fs/scratch/PAS2985/team11/Pytorch-SiamFC/training/losses.py:48: UserWarning: Using a target size (torch.Size([32, 33, 33])) that is different to the input size (torch.Size([32, 32, 33, 33])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  pos_loss = F.mse_loss(pred * pos_mask, target * pos_mask, reduction='sum') / pos_num
2025-04-20 15:51:15 Epoch 1, Batch 3300/39448, Loss: nan
2025-04-20 15:51:16 Epoch 1, Batch 3310/39448, Loss: nan
2025-04-20 15:51:18 Epoch 1, Batch 3320/39448, Loss: nan
2025-04-20 15:51:19 Epoch 1, Batch 3330/39448, Loss: nan
2025-04-20 15:51:20 Epoch 1, Batch 3340/39448, Loss: nan
2025-04-20 15:51:22 Epoch 1, Batch 3350/39448, Loss: nan
2025-04-20 15:51:23 Epoch 1, Batch 3360/39448, Loss: nan
2025-04-20 15:51:25 Epoch 1, Batch 3370/39448, Loss: nan
2025-04-20 15:51:26 Epoch 1, Batch 3380/39448, Loss: nan
2025-04-20 15:51:27 Epoch 1, Batch 3390/39448, Loss: nan
2025-04-20 15:51:29 Epoch 1, Batch 3400/39448, Loss: nan
2025-04-20 15:51:30 Epoch 1, Batch 3410/39448, Loss: nan
2025-04-20 15:51:31 Epoch 1, Batch 3420/39448, Loss: nan
2025-04-20 15:51:33 Epoch 1, Batch 3430/39448, Loss: nan
2025-04-20 15:51:34 Epoch 1, Batch 3440/39448, Loss: nan
2025-04-20 15:51:36 Epoch 1, Batch 3450/39448, Loss: nan
2025-04-20 15:51:37 Epoch 1, Batch 3460/39448, Loss: nan
2025-04-20 15:51:38 Epoch 1, Batch 3470/39448, Loss: nan
2025-04-20 15:51:40 Epoch 1, Batch 3480/39448, Loss: nan
2025-04-20 15:51:41 Epoch 1, Batch 3490/39448, Loss: nan
2025-04-20 15:51:42 Epoch 1, Batch 3500/39448, Loss: nan
2025-04-20 15:51:44 Epoch 1, Batch 3510/39448, Loss: nan
2025-04-20 15:51:45 Epoch 1, Batch 3520/39448, Loss: nan
2025-04-20 15:51:47 Epoch 1, Batch 3530/39448, Loss: nan
2025-04-20 15:51:48 Epoch 1, Batch 3540/39448, Loss: nan
2025-04-20 15:51:50 Epoch 1, Batch 3550/39448, Loss: nan
2025-04-20 15:51:51 Epoch 1, Batch 3560/39448, Loss: nan
2025-04-20 15:51:52 Epoch 1, Batch 3570/39448, Loss: nan
2025-04-20 15:51:54 Epoch 1, Batch 3580/39448, Loss: nan
2025-04-20 15:51:55 Epoch 1, Batch 3590/39448, Loss: nan
2025-04-20 15:51:56 Epoch 1, Batch 3600/39448, Loss: nan
slurmstepd: error: *** JOB 35119581 ON p0240 CANCELLED AT 2025-04-20T15:51:57 ***
